Meter,2/2,2/4,3/4,4/4,5/4,6/4,7/4,9/4,12/4,5/8,6/8,7/8,9/8,12/8,c2,c4,c8,c3,c6,c12
6/8,1.1076367221212904,0.743087832623007,0.5673312421773511,1.1076367221212904,0.7369892075803461,0.7358317833287117,0.7422473701266755,0.7379838133712118,1.456312003638819,0.6463896757764869,0.0,0.65546483381469,0.30453983461398626,0.6696423389076898,0.6299130617273755,1.07416059618284,1.7676827799324082,0.741121913254345,0.8346376729965916,1.7147604564809344
7/8,1.0353574208397751,0.5701151230850959,0.5775099745284954,1.0353574208397751,0.5852483043836048,1.0813346887088815,0.5527134941520594,1.07701095509979,1.808727075577081,0.3003589447482924,0.65546483381469,0.0,0.6501652454645972,1.2080245851389662,0.23035179007344966,1.0222816614244599,1.7438928972480268,1.0135284268228382,1.411497463796868,2.219465800378109
9/8,1.1797742588723776,0.8137409931192062,0.7042037034979899,1.1797742588723776,0.8005386696379058,0.9382226669709148,0.8120146588472341,0.8849017564446927,1.6052474740371598,0.6459772190644764,0.30453983461398626,0.6501652454645972,0.0,0.8556871997650715,0.6284309028163497,1.1769529636693625,1.8318304049988523,0.7514283766781108,0.8546469303976725,1.904017427748976
12/8,1.2802040909958925,1.1269124438945834,0.9246458469814107,1.2802040909958925,1.1377645916950603,0.47861793700640326,1.139675432255324,0.6374291137888402,0.8969738840542739,1.207479404625368,0.6696423389076898,1.2080245851389662,0.8556871997650715,0.0,1.211834996535368,1.285580021628669,1.7614289935506746,1.046095754705806,0.8692052601843283,1.159714159305838
c2,1.014468479783025,0.5257394130651457,0.5411042389377494,1.014468479783025,0.5524848344170975,1.0807258406403695,0.5578057911536867,1.0724052774225061,1.8306739106385947,0.22108807311395806,0.6299130617273755,0.23035179007344966,0.6284309028163497,1.211834996535368,0.0,1.0,1.7320508075688772,0.9985283792228454,1.4059673488550548,2.225643361388572
c4,0.7487936309057044,0.562734398147889,0.5786121950695781,0.7487936309057044,0.5923524086130485,0.8892996439540389,0.598032738894366,0.889204868285702,1.65097119916055,1.0234641364243533,1.07416059618284,1.0222816614244599,1.1769529636693625,1.285580021628669,1.0,0.0,1.4142135623730951,1.4090291046251149,1.7253243712550144,1.9883380930045633
c8,0.8680149559175657,1.3073913125452439,1.523699348862208,0.8680149559175657,1.531677149240665,1.5172427005348845,1.5294049088206862,1.654000426290441,1.7661364680496185,1.743569536129644,1.7676827799324082,1.7438928972480268,1.8318304049988523,1.7614289935506746,1.7320508075688772,1.4142135623730951,0.0,1.9880347076139728,2.2160701277379324,2.4208397543577864
c3,1.4114315069764412,1.1237824769498568,1.028385285736177,1.4114315069764412,1.117635180980993,1.157299196068388,1.12166555373385,1.1563668290545643,1.7175211749023243,1.0067963551570571,0.741121913254345,1.0135284268228382,0.7514283766781108,1.046095754705806,0.9985283792228454,1.4090291046251149,1.9880347076139728,0.0,0.9851504736828418,1.968507919044107
c6,1.7201513242621425,1.4977175486956547,1.3514111467723808,1.7201513242621425,1.4810200781242244,1.2409496463860505,1.4847925276607816,1.2474692114694004,1.6199807587834578,1.404077573822081,0.8346376729965916,1.411497463796868,0.8546469303976725,0.8692052601843283,1.4059673488550548,1.7253243712550144,2.2160701277379324,0.9851504736828418,0.0,1.6916300351260647
c12,2.1084477335637737,2.063015472803755,1.8159956655955014,2.1084477335637737,2.036453378951739,1.2689462382606684,2.0385146390922295,1.2957208616227913,1.2157884911367243,2.2131261168934677,1.7147604564809344,2.219465800378109,1.904017427748976,1.159714159305838,2.225643361388572,1.9883380930045633,2.4208397543577864,1.968507919044107,1.6916300351260647,0.0
