Meter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c12,c14,c16,bc1,bc2,bc3,bc4,bc6,bc8,bc12,bc24
c12,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,52.691049574154164,14.4253452291444,129.05817610328216,16.688555934928594,23.509526717077993,23.592604569938164,0.0,127.22480582726992,16.688555934928594,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,14.4253452291444,16.688555934928594,0.0,20.116008064341784
c14,129.8700452223264,129.8700452223264,133.61979380903236,129.8700452223264,83.22661574552224,128.21391981817035,14.467877051847013,129.8700452223264,135.48971985367086,130.7035491965936,127.22480582726992,0.0,129.8700452223264,129.8700452223264,129.8700452223264,133.61979380903236,129.8700452223264,128.21391981817035,129.8700452223264,127.22480582726992,130.40447991950643
c16,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc1,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc2,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc3,16.738726381615233,16.738726381615233,0.0,16.738726381615233,54.95542690884444,20.42035224833365,135.46643838285217,16.738726381615233,16.738726381615237,25.594823541534836,20.48020777421953,133.61979380903236,16.738726381615233,16.738726381615233,16.738726381615233,0.0,16.738726381615233,20.42035224833365,16.738726381615233,20.48020777421953,23.75058525549776
bc4,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc6,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,54.164009344063615,0.0,130.0592109762777,18.63718150838853,24.93059329106275,23.951424922399063,14.4253452291444,128.21391981817035,18.63718150838853,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,0.0,18.63718150838853,14.4253452291444,23.664396609809035
bc8,0.0,0.0,16.738726381615233,0.0,54.48531709073966,18.63718150838853,131.6973287778785,0.0,19.21418459441485,19.683490606496733,16.688555934928594,129.8700452223264,0.0,0.0,0.0,16.738726381615233,0.0,18.63718150838853,0.0,16.688555934928594,18.343713502168537
bc12,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,52.691049574154164,14.4253452291444,129.05817610328216,16.688555934928594,23.509526717077993,23.592604569938164,0.0,127.22480582726992,16.688555934928594,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,14.4253452291444,16.688555934928594,0.0,20.116008064341784
bc24,18.343713502168537,18.343713502168537,23.75058525549776,18.343713502168537,56.63229310526838,23.664396609809035,132.22233699441935,18.343713502168537,26.096028503877093,25.532613612622704,20.116008064341784,130.40447991950643,18.343713502168537,18.343713502168537,18.343713502168537,23.75058525549776,18.343713502168537,23.664396609809035,18.343713502168537,20.116008064341784,0.0
