,bc3,bc8,bc2,bc4,bc6,bc12,2/2,6/4,6/8,2/4,5/4,5/8,9/4,9/8,4/4,3/4,12/4,12/8,7/4,7/8
5/4,22.671172674632285,16.881116206100554,16.881116206100554,16.881116206100554,22.50966766251088,19.560502042850658,13.963206745795393,14.322829817394481,14.325733683390066,13.957798367904088,0.0,1.362698728389227,15.654511130121422,15.653681702102704,16.410347637831,16.147189427096983,17.442355569904706,17.443529454602054,17.17691797274757,17.107936003998883
5/8,22.782584547499148,16.864219397332974,16.864219397332974,16.864219397332974,22.667047751495293,19.512739497327257,13.974978003832206,14.283062507618181,14.2818757524909,13.968639800234874,1.362698728389227,0.0,15.624532000066752,15.621588067027751,16.393690096262397,16.23555057577915,17.419447696853094,17.41934447086152,17.098040149791597,17.028098768411212
9/4,22.813687855080705,17.07614878442352,17.07614878442352,17.07614878442352,22.36580399963445,19.155104687511,16.095115735745466,14.892948876552977,14.892934539049765,16.13632104891534,15.654511130121422,15.624532000066752,0.0,0.200175665698408,18.42306882095588,9.580027917893737,20.792464477536758,20.79267975673984,17.267564185501048,17.142742529157847
9/8,22.82241808224548,17.072239322332894,17.072239322332894,17.072239322332894,22.323228370738132,19.152938618528136,16.09718840529633,14.892395850511972,14.89091630905358,16.138462993094404,15.653681702102704,15.621588067027751,0.200175665698408,0.0,18.42366258351994,9.578912003015876,20.787260867929742,20.787125834213324,17.266593381186848,17.141362254184585
4/4,23.27697099107639,17.83270770573841,17.83270770573841,17.83270770573841,22.646883711821058,19.477864685334172,12.262429079719205,11.282811674395193,11.28344039508639,12.245661643465748,16.410347637831,16.393690096262397,18.42306882095588,18.42366258351994,0.0,16.70573267231576,11.75139858981556,11.75198360527316,17.657037815202585,17.620692566203356
3/4,23.473424681025353,18.441503713272436,18.441503713272436,18.441503713272436,22.057428857055882,18.976483274721954,16.754782826944428,16.07069673664522,16.067330323462215,16.78539969070689,16.147189427096983,16.23555057577915,9.580027917893737,9.578912003015876,16.70573267231576,0.0,19.908149675302838,19.907667207721715,19.02982227145539,18.882717758438968
12/4,23.807760755207912,17.809039359189892,17.809039359189892,17.809039359189892,23.994587220168903,21.7767849927804,15.79293725866541,14.115769675035166,14.114822531879518,15.782122759050464,17.442355569904706,17.419447696853094,20.792464477536758,20.787260867929742,11.75139858981556,19.908149675302838,0.0,0.05704803180007531,20.503163039649465,20.497933907194227
12/8,23.81133150669927,17.80883910546684,17.80883910546684,17.80883910546684,23.98262061439724,21.776635123760855,15.794776561009764,14.116202942456754,14.11464520299275,15.783967050026083,17.443529454602054,17.41934447086152,20.79267975673984,20.787125834213324,11.75198360527316,19.907667207721715,0.05704803180007531,0.0,20.50334528475414,20.49782686816184
7/4,24.539703943176374,19.639320663359058,19.639320663359058,19.639320663359058,23.875226304900902,20.54766342497029,16.52334500958803,16.596165755682783,16.59726391809414,16.455206817581992,17.17691797274757,17.098040149791597,17.267564185501048,17.266593381186848,17.657037815202585,19.02982227145539,20.503163039649465,20.50334528475414,0.0,1.3672125465302953
7/8,24.55207861535666,19.574818470918142,19.574818470918142,19.574818470918142,23.73729777948262,20.480863226664408,16.424598790861626,16.5195260249062,16.518507312878985,16.36306345389738,17.107936003998883,17.028098768411212,17.142742529157847,17.141362254184585,17.620692566203356,18.882717758438968,20.497933907194227,20.49782686816184,1.3672125465302953,0.0
